	time	SH(W/m2)	SC(W/m2)
0	0	0.0	0.38555270320711427
1	3600	0.0	0.11011064219904924
2	7200	0.0	0.12719392365216997
3	10800	0.0	0.10254105259633475
4	14400	0.0	0.15323248460795566
5	18000	0.0	0.24127549810182353
6	21600	0.0	1.5280230028080686
7	25200	0.0	1.229954900747081
8	28800	0.0	0.7119136975536576
9	32400	0.0	0.5305951400481985
10	36000	0.0	0.4579188070866171
11	39600	0.0	0.3475186177442946
12	43200	0.0	0.36762146226297904
13	46800	0.0	0.27790321172588744
14	50400	0.0	0.23196862563946963
15	54000	0.0	0.31022908207846334
16	57600	0.0	0.45398923871362323
17	61200	0.0	0.7567521408833983
18	64800	0.0	0.21718103939372954
19	68400	0.0	0.46565385219977345
20	72000	0.0	0.7945587250193603
21	75600	0.0	1.2075563610210158
22	79200	0.0	1.2214339419593259
23	82800	0.0	1.6395606987846787
24	86400	0.0	1.560224781527813
25	90000	0.0	2.4057644857020675
26	93600	0.0	2.1081100224171845
27	97200	0.0	2.093363800049055
28	100800	0.0	2.629150106737366
29	104400	0.0	2.3888052958817783
30	108000	0.0	4.106171448451736
31	111600	0.0	3.5027758838091247
32	115200	0.0	1.9142582099957557
33	118800	0.0	0.7931937170582151
34	122400	0.0	0.7383452153467428
35	126000	0.0	0.6025269232127916
36	129600	0.0	0.3723369443105717
37	133200	0.0	0.17352146657588716
38	136800	0.0	0.26204016466227537
39	140400	0.0	0.34762202743832077
40	144000	0.0	0.44410327196472293
41	147600	0.0	0.7208276131787122
42	151200	0.0	0.761839897829485
43	154800	0.0	1.4780554386546307
44	158400	0.0	2.2637002480489365
45	162000	0.0	1.640842978990603
46	165600	0.0	2.818203709355982
47	169200	0.0	2.203743307452572
48	172800	0.0	3.284891658496017
49	176400	0.0	2.6907616024381493
50	180000	0.0	2.765526811219059
51	183600	0.0	3.3756853698509803
52	187200	0.0	3.908286657963286
53	190800	0.0	3.6982822513349722
54	194400	0.0	6.434999121798344
55	198000	0.0	5.039857575813884
56	201600	0.0	3.7932537143285927
57	205200	0.0	2.7154351554327896
58	208800	0.0	1.8769479923911188
59	212400	0.0	1.3384109878417116
60	216000	0.0	1.4649844533297247
61	219600	0.0	0.9595385508686871
62	223200	0.0	0.8801405877954058
63	226800	0.0	0.62343636334488
64	230400	0.0	1.0622036950978533
65	234000	0.0	2.642758822471208
66	237600	0.0	3.29546012922549
67	241200	0.0	4.341945550831368
68	244800	0.0	2.8617598724797984
69	248400	0.0	4.796203654749458
70	252000	0.0	3.4543387831272736
71	255600	0.0	2.816631882006784
72	259200	0.0	3.329233735294432
73	262800	0.0	4.565703446765161
74	266400	0.0	4.233634237308373
75	270000	0.0	4.641295933098279
76	273600	0.0	5.979210554408666
77	277200	0.0	7.096366160912018
78	280800	0.0	7.151007843235437
79	284400	0.0	6.079228410470763
80	288000	0.0	4.456916448649646
81	291600	0.0	1.094426155756403
82	295200	0.0	0.7705469940664872
83	298800	0.0	0.585278186249229
84	302400	0.0	0.5217846341171701
85	306000	0.0	0.398520278837994
86	309600	0.0	0.29643422889537435
87	313200	0.0	0.3584179994946513
88	316800	0.0	0.6222161289553713
89	320400	0.0	1.525292986885778
90	324000	0.0	2.570889085123031
91	327600	0.0	5.3682040362857295
92	331200	0.0	3.5345019779363485
93	334800	0.0	6.999119684649822
94	338400	0.0	6.205843239836385
95	342000	0.0	8.20202260943966
96	345600	0.0	10.153859902244522
97	349200	0.0	16.443589085874923
98	352800	0.0	12.076432251639979
99	356400	0.0	17.394399858567805
100	360000	0.0	15.183500600288621
101	363600	0.0	20.191549354220058
102	367200	0.0	16.927649863611354
103	370800	0.0	16.774189877676537
104	374400	0.0	10.468163326267614
105	378000	0.0	3.528711035070884
106	381600	0.0	2.7192613141117574
107	385200	0.0	1.0522970464101478
108	388800	0.0	1.030932603624344
109	392400	0.0	0.5074727324639503
110	396000	0.0	0.4580428987194485
111	399600	0.0	0.7206414757294651
112	403200	0.0	1.641835712053254
113	406800	0.0	2.5418102791628763
114	410400	0.0	4.689484850514467
115	414000	0.0	10.641540019271865
116	417600	0.0	10.299812344393036
117	421200	0.0	17.098937680796276
118	424800	0.0	13.356023805519614
119	428400	0.0	17.640142655451555
120	432000	0.0	13.63688453449465
121	435600	0.0	18.979050009824594
122	439200	0.0	15.140647623084183
123	442800	0.0	21.876920547458322
124	446400	0.0	13.985623386628452
125	450000	0.0	23.488146990079837
126	453600	0.0	15.502085185644397
127	457200	0.0	21.83903123556714
128	460800	0.0	13.223886898492994
129	464400	0.0	14.18456295599597
130	468000	0.0	8.08103326742906
131	471600	0.0	9.11823249851139
132	475200	0.0	6.595490966926936
133	478800	0.0	8.413019749130626
134	482400	0.0	4.830742492554195
135	486000	0.0	7.026213024484674
136	489600	0.0	8.05245082800023
137	493200	0.0	10.647206870504498
138	496800	0.0	12.430134769087038
139	500400	0.0	14.701921655208821
140	504000	0.0	15.072934955435857
141	507600	0.0	16.016900006384205
142	511200	0.0	15.87082347260286
143	514800	0.0	20.15707256223174
144	518400	0.0	17.043944405513166
145	522000	0.0	24.162853879722885
146	525600	0.0	16.544330809795206
147	529200	0.0	25.2842079198037
148	532800	0.0	19.397838588691712
149	536400	0.0	29.211335824018548
150	540000	0.0	21.74114361920198
151	543600	0.0	22.2393922069588
152	547200	0.0	19.3697111519166
153	550800	0.0	16.89865378540642
154	554400	0.0	11.118920530774204
155	558000	0.0	12.148839719397094
156	561600	0.0	9.195024537295211
157	565200	0.0	9.382837223585513
158	568800	0.0	5.907775137775399
