	time	SH(W/m2)	SC(W/m2)
0	0	-0.5782400869818456	0.0
1	3600	-1.034359117893573	0.0
2	7200	-0.5792966387918645	0.0
3	10800	-1.0061844029597329	0.0
4	14400	-0.5367283194896499	0.0
5	18000	0.0	0.0
6	21600	0.0	0.0
7	25200	-0.9075167554260265	0.007283572139599551
8	28800	-3.811446853205725	0.02995094696227762
9	32400	-11.026802495506224	0.0
10	36000	-12.42066995513259	0.0
11	39600	-13.00561174514127	0.0
12	43200	-13.201870071938567	0.0
13	46800	-11.25923878959538	0.0
14	50400	-13.244407766550635	0.0
15	54000	-10.14093739601305	0.0
16	57600	-10.953201156856592	0.0
17	61200	-9.367612928689486	0.0
18	64800	-9.718995519303677	0.0
19	68400	-9.747083464282106	0.0
20	72000	-3.863156642516365	0.0
21	75600	-0.8785253820883072	0.0
22	79200	-1.0450879676745386	0.0
23	82800	-0.3704158355396066	0.0
24	86400	-0.7561797449571221	0.0
25	90000	-0.3643980839260202	0.0
26	93600	-0.6979877295656893	0.0
27	97200	-0.3652147423298996	0.0
28	100800	-0.6617638252386129	0.0
29	104400	0.0	0.0
30	108000	0.0	0.0
31	111600	-0.443807905473245	0.4856616486720652
32	115200	-2.384315875966346	0.1018679276539088
33	118800	-7.331142491625528	0.0
34	122400	-8.065486832508924	0.0
35	126000	-10.906340276818986	0.0
36	129600	-9.482593327840682	0.0
37	133200	-13.474833039320238	0.0
38	136800	-9.736017742909539	0.0
39	140400	-9.633797631318957	0.0
40	144000	-10.600169937089568	0.0
41	147600	-9.090086882476138	0.0
42	151200	-9.44548641161441	0.0
43	154800	-9.444557462679999	0.002628619237486874
44	158400	-3.4649080677495427	0.01454162370407787
45	162000	-0.6311493433231833	0.0
46	165600	-0.7033164256510025	0.0
47	169200	-0.31969624454367057	0.0
48	172800	-0.6493608257296942	0.0
49	176400	-0.33143060498441296	0.0
50	180000	-0.5764077096881411	0.0
51	183600	-0.3070227269384669	0.0
52	187200	-0.5387495490392515	0.0
53	190800	0.0	0.0
54	194400	0.0	0.0
55	198000	-0.3487845960668506	0.7097680270416499
56	201600	-1.7147886917758546	0.1612696183060879
57	205200	-4.731550356281542	0.03646890184824022
58	208800	-7.715370062420744	0.0
59	212400	-9.192893967294507	0.0
60	216000	-9.33670240810265	0.0
