	time	SH(W/m2)	SC(W/m2)
4571	16455600	-7.458215551816583	0.0
4572	16459200	-8.013369847250313	0.0
4573	16462800	-8.181262947393552	0.0
4574	16466400	-8.905650103114462	0.0
4575	16470000	-10.004861601737055	0.0
4576	16473600	-11.140845990626213	0.0
4577	16477200	-12.038335445471077	0.0
4578	16480800	-14.189479012373528	0.0
4579	16484400	-14.642141656795838	0.0
4580	16488000	-14.686415441026176	0.0
4581	16491600	-13.967783965397324	0.0
4582	16495200	-11.907074208210833	0.0
4583	16498800	-9.582176090535405	0.0
4584	16502400	-8.81199910621075	0.0
4585	16506000	-8.200416228925013	0.0
4586	16509600	-7.851796536733426	0.0
4587	16513200	-7.759679212626065	0.0
4588	16516800	-0.3753091245327115	0.0
4589	16520400	-0.6425031311340411	0.0
4590	16524000	-8.197384140178201	0.0
4591	16527600	-8.829477687562285	0.0
4592	16531200	-5.466750239964263	0.0
4593	16534800	-5.624982964332775	0.0
4594	16538400	-6.90715986471793	0.0
4595	16542000	-7.273337466164314	0.0
4596	16545600	-7.502612735007547	0.0
4597	16549200	-8.064016306375843	0.0
4598	16552800	-8.825158723940373	0.0
4599	16556400	-9.409117862468818	0.0
4600	16560000	-10.580094670906941	0.0
4601	16563600	-11.172735807736577	0.0
4602	16567200	-13.524825767807107	0.0
4603	16570800	-14.221791911634611	0.0
4604	16574400	-14.506561455913682	0.0
4605	16578000	-13.82309868406326	0.0
4606	16581600	-11.628606825135167	0.0
4607	16585200	-9.400338907841421	0.0
4608	16588800	-8.640448108306098	0.0
4609	16592400	-8.104332509654672	0.0
4610	16596000	-7.754143887820839	0.0
4611	16599600	-7.6832159280952705	0.0
4612	16603200	-0.36088907456240815	0.0
4613	16606800	-0.6380960253973958	0.0
4614	16610400	-8.177111453789632	0.0
4615	16614000	-8.518477049938703	0.0
4616	16617600	-5.041993389066391	0.0
4617	16621200	-5.492919633828463	0.0
4618	16624800	-6.729086350323042	0.0
4619	16628400	-7.295734377517944	0.0
4620	16632000	-7.041479633359406	0.0
4621	16635600	-7.788149115684794	0.0
4622	16639200	-8.534589428511879	0.0
4623	16642800	-9.412819831287601	0.0
4624	16646400	-10.857777589161486	0.0
4625	16650000	-12.313303586591847	0.0
4626	16653600	-14.328514384153213	0.0
4627	16657200	-14.690143852479375	0.0
4628	16660800	-14.712029539567558	0.0
4629	16664400	-13.961499432616868	0.0
4630	16668000	-11.872310958160176	0.0
4631	16671600	-9.635951594733951	0.0
4632	16675200	-9.09365723383975	0.0
4633	16678800	-8.329306443298941	0.0
4634	16682400	-7.997627665559018	0.0
4635	16686000	-7.912649852745023	0.0
