	time	SH(W/m2)	SC(W/m2)
0	0	-1.4500093825386127	0.0
1	3600	-1.4672739433913222	0.0
2	7200	-1.509678658192987	0.0
3	10800	-1.5372000564361203	0.0
4	14400	-1.5253175826417833	0.0
5	18000	-0.8984803890358466	0.0
6	21600	-1.0132075733342927	0.0
7	25200	-1.4022463283551267	0.849931502646485
8	28800	-1.6506556605992346	0.04976001789347187
9	32400	-2.1756887237099414	0.0
10	36000	-2.4295600215608215	0.0
11	39600	-2.5185965375902613	0.0
12	43200	-2.496701179810072	0.0
13	46800	-2.8211764789273017	0.0
14	50400	-3.1251899163761587	0.0
15	54000	-2.956846955064204	0.0
16	57600	-3.0490160055187134	0.0
17	61200	-1.9687881711976125	0.03233354106427733
18	64800	-1.4089841918566028	0.10927385421042007
19	68400	-1.461939351686052	0.1302603236426054
20	72000	-1.3851436834789028	0.19175169375236112
21	75600	-1.342436725521132	0.23906785984074774
22	79200	-1.4139625684136052	0.0
23	82800	-1.519842663756893	0.0
24	86400	-1.4531483936027418	0.0
25	90000	-1.4014497017508187	0.0
26	93600	-1.4541997680100531	0.0
27	97200	-1.462759725966911	0.0
28	100800	-1.659029954903056	0.2128331538907512
29	104400	-0.8960041540354642	0.0
30	108000	-1.0047253350461476	0.0
31	111600	-1.3753250986648324	1.7781202350478602
32	115200	-1.5443977613108149	0.3578343080325811
33	118800	-2.065967981404422	0.07372790017267376
34	122400	-2.310422246062915	0.012193352469188646
35	126000	-2.4569799524586906	0.0
36	129600	-2.295953434404186	0.0
37	133200	-3.6317580815284787	0.0
38	136800	-3.143015785947351	0.0
39	140400	-2.894768369679728	0.0
40	144000	-2.964977295963454	0.0
41	147600	-1.8366172390324804	0.028244622938101108
42	151200	-1.4337854016947826	0.08121705380504193
43	154800	-1.3839174398169873	0.1581703202293035
44	158400	-1.3755150800772418	0.23636062471391298
45	162000	-1.341607715721527	0.24410452614928474
46	165600	-1.4000809720295961	0.0
47	169200	-1.520209673303593	0.0
48	172800	-1.3703747875437542	0.0
49	176400	-1.32093428384388	0.0
50	180000	-1.3832460282344947	0.0
51	183600	-1.4088330702785499	0.0
52	187200	-1.5680439705167326	0.3374739137094724
53	190800	-0.8935797321475573	0.02059355332924761
54	194400	-1.0162580703312762	0.0
55	198000	-1.3742240700247321	2.251754690583063
56	201600	-1.5165546899943974	0.6640346906038335
57	205200	-1.9893579768503091	0.40855286850684613
58	208800	-2.2116297527303117	0.20163936271639865
59	212400	-2.345855938356965	0.09973592375559084
60	216000	-2.240886890241368	0.14527533186201175
61	219600	-2.5361503883209577	0.039727703990440774
62	223200	-2.7179366934405684	0.028911716761220674
63	226800	-2.7697649180736796	0.003160599860993658
64	230400	-2.8348098041473664	0.013035315546912365
65	234000	-1.7686233233070738	0.2374638122336997
66	237600	-1.4116115484350382	0.3604400758141517
67	241200	-1.3490903927148359	0.42258774534859467
68	244800	-1.3380434053591632	0.44771494601943146
69	248400	-1.3315171120669613	0.45459313670052837
70	252000	-1.3211048353391113	0.0
71	255600	-1.4168964859075195	0.0
72	259200	-1.5188603734995485	0.0
