	time	SH(W/m2)	SC(W/m2)
0	0	-2.6455394861823014	0.12492065936483358
1	3600	-2.5604052317511945	0.10776804044597782
2	7200	-2.437857217541023	0.13513819705154667
3	10800	-2.3313691567179555	0.16030518315635767
4	14400	-2.9474719616910208	0.11781610347878645
5	18000	-3.382236886986324	5.830980621111052
6	21600	-7.1694156200400805	1.7569080581529388
7	25200	-8.501499779307007	0.9036566940557865
8	28800	-9.62935360104113	0.6363684056925873
9	32400	-10.743243603265388	0.4437738411081185
10	36000	-11.41743607579386	0.30037598460838655
11	39600	-12.244637401642171	0.13738150628612403
12	43200	-12.669082212486556	0.08213722897258623
13	46800	-12.726788332141023	0.07039441940073307
14	50400	-13.008597922428244	0.04136965498993918
15	54000	-12.75598257120572	0.11618379497012779
16	57600	-12.828887891399827	0.16834630949819254
17	61200	-12.86762176953562	0.19372736885004074
18	64800	-4.1537925481829046	0.06637608615947227
19	68400	-4.477199246285043	0.07999649650221421
20	72000	-3.6616782919781974	0.15173333355624305
21	75600	-3.336318175496844	0.21936710004205887
22	79200	-2.7352227971129492	0.3258507010058135
23	82800	-2.434663958272718	0.4047589918355886
24	86400	-2.318703156268254	0.510752008274883
25	90000	-2.1981888379049366	0.597572089526408
26	93600	-2.0870759029740023	0.6615175523601453
27	97200	-1.9715164883077332	0.7294099906861311
28	100800	-2.566314545341284	0.6794729459553905
29	104400	-2.9292088378031593	8.553314424808635
30	108000	-6.722163088667608	3.2779029382115676
31	111600	-8.035453400788391	2.0003360991901165
32	115200	-8.598104791891858	1.6384720342296069
33	118800	-9.576312494228349	1.2651372111153543
34	122400	-10.296218524717892	1.0318865690310701
35	126000	-10.879340670069288	0.8323123246213259
36	129600	-11.409145197330481	0.6460730595582739
37	133200	-12.17964833172913	0.4720582688729088
38	136800	-11.313235922798501	0.43781100920626986
39	140400	-11.685009795153109	0.38558159678850595
40	144000	-12.58028641355925	0.33568915065089816
41	147600	-12.600850824852763	0.37287991746429866
42	151200	-4.062691001990635	0.0703186017924074
43	154800	-4.363138344348034	0.10016844017615717
44	158400	-3.552541074723044	0.19315204699862823
45	162000	-3.2561522043407254	0.2449934516561372
46	165600	-2.6601633648705305	0.3511916216238422
47	169200	-2.3686134418431153	0.4661980137352654
48	172800	-2.2740198258085518	0.5442633911548316
49	176400	-2.1647398930553736	0.6018758537637183
50	180000	-2.0363182441296193	0.6892400378514628
51	183600	-1.8997796512537044	0.8378425501697868
52	187200	-2.499804663402413	0.7628723151136336
53	190800	-2.80882831521924	8.977121475771222
54	194400	-6.577083865206771	3.630628751439177
55	198000	-7.908008461052246	2.256109030806439
56	201600	-8.386845716081332	2.1342210757746325
57	205200	-8.95741335746586	1.9537840876781514
58	208800	-9.394417132136427	1.7852816831039944
59	212400	-9.85429106536547	1.5927763157057908
60	216000	-10.15249509848829	1.5269131133673455
61	219600	-10.357434553651904	1.3743903847126526
