	time	SH(W/m2)	SC(W/m2)
0	0	0.0	0.5815793014306568
1	3600	0.0	0.5623907630533034
2	7200	0.0	0.6739346092477952
3	10800	0.0	0.7637954952179923
4	14400	0.0	0.8029922936397155
5	18000	0.0	0.8129699810274803
6	21600	0.0	0.5919800709691397
7	25200	0.0	2.103573267581102
8	28800	-0.34336642215350655	1.1007275429959968
9	32400	-3.248565780595964	0.7517640965569508
10	36000	-2.8043118939191736	1.0073497866479568
11	39600	-3.2257722297260347	0.7660431191436814
12	43200	-3.512172403127664	0.7499219263590331
13	46800	-3.2092808400595083	0.8004978717927741
14	50400	-3.1509836453751645	0.7470308649957936
15	54000	-3.13476549626431	1.0741703238269722
16	57600	-3.0305991450729617	1.2090894588486307
17	61200	-0.38034203928396043	1.2778667509747168
18	64800	-0.5158693548972758	0.9949217484706171
19	68400	-0.08087920447891406	0.713730774049702
20	72000	-0.10772729262655707	0.6261880256969803
21	75600	-0.002882247151766009	0.6991079972155131
22	79200	-0.05111361233361188	1.103671489628076
23	82800	0.0	1.8212805167260258
24	86400	0.0	1.3623862247921
25	90000	0.0	1.5261895308117313
26	93600	0.0	1.6474113812038964
27	97200	0.0	1.7735868184440506
28	100800	0.0	1.881084941572302
29	104400	0.0	1.8443120513057338
30	108000	0.0	1.6315546147634468
31	111600	0.0	3.933015744131395
32	115200	0.0	2.3854958215543003
33	118800	-2.6595032136244834	1.7949612812667803
34	122400	-2.6457883005720433	1.990592704916464
35	126000	-2.864512958281748	1.6312813742077747
36	129600	-3.164108006258894	1.2119628917889236
37	133200	-3.035667316670104	0.9623356086538619
38	136800	-3.0134290611229924	1.068308873197234
39	140400	-3.046790851549397	1.255602052793185
40	144000	-2.9412054123108495	1.2067448785967354
41	147600	-0.3134245457787386	1.3420694673461653
42	151200	-0.466668426453368	1.0441226769145249
43	154800	-0.020052331101735994	0.8353316355352185
44	158400	-0.003270072456590793	0.7587713946782167
45	162000	0.0	0.7665984144664987
46	165600	-0.0010136343194284128	1.1970139891302227
47	169200	0.0	1.9056148921024696
48	172800	0.0	1.3920372321882495
49	176400	0.0	1.5166349255746845
50	180000	0.0	1.6936683630157252
51	183600	0.0	1.8999120972792505
52	187200	0.0	1.9829067125117545
53	190800	0.0	2.0116322277032084
54	194400	0.0	1.799597556501731
55	198000	0.0	4.208644951112664
56	201600	0.0	3.007444211532628
57	205200	-2.1011229167915273	2.638401991357426
58	208800	-2.628600588199127	3.5595664182195477
59	212400	-2.7519995488251943	3.3077708390620564
60	216000	-2.8493789571821084	3.2207922002436256
61	219600	-2.8978571202852064	2.962579875133579
62	223200	-2.943232680949706	2.9058780527259005
