Date/Time,Space Cooling load [W/m^2],Space Heating load [W/m^2],DHW load [W/m^2]
 01/01  01:00:00,0.01845435836870347,1.2902597822238002,0.0
 01/01  02:00:00,0.06033247911342252,0.75554097539847,0.6189578913354499
 01/01  03:00:00,0.01761689282233385,0.8877961825607384,1.157341346815875
 01/01  04:00:00,0.0,1.165539875327994,0.0
 01/01  05:00:00,0.0,1.233066814858883,1.7778266163202716
 01/01  06:00:00,0.0,1.1052479315448482,2.434184565687141
 01/01  07:00:00,0.0,1.0369414323594428,5.557232790156671
 01/01  08:00:00,0.0032869630017779354,1.0477008216156485,7.228180923245643
 01/01  09:00:00,0.0,1.4268795441813156,6.938370791828865
 01/01  10:00:00,0.0,1.3625816791034735,5.11719985352442
 01/01  11:00:00,0.0762618576820151,0.8900261299155799,6.23352486254112
 01/01  12:00:00,0.1498810228688892,0.4484355705330611,3.45300922119617
 01/01  13:00:00,0.1872660290581433,0.2233440951231164,4.000668834612117
 01/01  14:00:00,0.22411374217129218,0.1349133441187201,4.292178145963148
 01/01  15:00:00,0.29311618526372796,0.08172561716038078,2.4575076862426464
 01/01  16:00:00,0.2983902472799378,0.0886884487674935,4.292063825448164
 01/01  17:00:00,0.3846897397474132,0.07612410505767006,3.129176220335041
 01/01  18:00:00,0.3794350954957952,0.20957328048231277,6.0098912501873984
 01/01  19:00:00,0.3303722528660439,0.46081974642924356,5.558597110397753
 01/01  20:00:00,0.3661340002937704,0.46945155873584693,5.450330040370386
 01/01  21:00:00,0.32919750600135933,0.6226698747943993,6.229278431732457
 01/01  22:00:00,0.25222070753163495,0.8025745656965103,4.173581322722889
 01/01  23:00:00,0.05747266265900714,1.419469022840086,3.2827474185983667
 01/01  24:00:00,0.0,1.7813537169810838,2.437517463356736
 01/02  01:00:00,0.0,1.99318559210339,1.782076941628066
 01/02  02:00:00,0.0,2.0277580487879665,0.0
 01/02  03:00:00,0.0,2.3015181709353887,1.384428361703617
 01/02  04:00:00,0.0,2.184144234025063,0.39029478792862765
 01/02  05:00:00,0.0,1.8877296645689547,0.0766030786809947
 01/02  06:00:00,0.0,1.7546264136016927,2.35605737069588
 01/02  07:00:00,0.0,1.6806607024536446,6.98118655182128
 01/02  08:00:00,0.0027132006343709826,1.762100861904803,7.0104459514925885
 01/02  09:00:00,0.0,2.089144692030887,6.991019020774255
 01/02  10:00:00,0.01922362941924436,1.5041077634269684,5.157807955037303
 01/02  11:00:00,0.16403464344757476,1.110242576133726,5.10903143621811
 01/02  12:00:00,0.24631267899089754,0.8411165805965592,4.8224032944510915
 01/02  13:00:00,0.29015755141321714,0.5765128108246113,4.30928953980812
 01/02  14:00:00,0.3171946526886233,0.5353411362392878,3.4397566470961087
 01/02  15:00:00,0.34226984563462104,0.5950390539003004,3.3064033414521443
 01/02  16:00:00,0.3107123226584536,0.5879692988938744,2.64484253348264
 01/02  17:00:00,0.28949437126444333,0.5213009917878605,4.4497196115613935
 01/02  18:00:00,0.25380284731940755,0.7620222872411192,4.872520571311565
 01/02  19:00:00,0.19995235557447788,1.2100473916861767,6.775659633230012
 01/02  20:00:00,0.2197680522376747,1.2546354781915943,5.058436855665211
 01/02  21:00:00,0.17055488908870822,1.7042279964335723,5.511704635084289
 01/02  22:00:00,0.07129960456013677,2.5006657544646553,4.182877611672757
 01/02  23:00:00,0.0,3.341332077965456,4.309525218441543
 01/02  24:00:00,0.0,3.642203986498912,2.279414015960275
 01/03  01:00:00,0.0,3.1390093166880457,1.4720280859658161
 01/03  02:00:00,0.0,3.177504269912612,0.4640370440045421
 01/03  03:00:00,0.0,4.185056587517996,0.30866479242783257
 01/03  04:00:00,0.0,4.677417944927367,1.3117772925220734
 01/03  05:00:00,0.0,4.852928339599355,0.46422073520051715
 01/03  06:00:00,0.0,4.86526092630332,2.10173783726031
 01/03  07:00:00,0.0,5.155833813250747,6.8315336409188365
 01/03  08:00:00,0.0,5.631117366606471,7.1394403968339715
 01/03  09:00:00,0.0,4.392415265620552,6.637031247773376
 01/03  10:00:00,0.09928590784793857,2.256545621068313,5.791501020490541
 01/03  11:00:00,0.3705994567535468,1.0815621911268218,5.036973574442974
 01/03  12:00:00,0.5759612019518703,0.6118112009712903,4.4890363966116595
 01/03  13:00:00,0.8139025675679444,0.34337864053671413,4.269407631451229
 01/03  14:00:00,0.7969720327806705,0.2686381800115574,2.995768382136702
 01/03  15:00:00,0.6098806517835996,0.22136975304754167,3.7169023715965284
 01/03  16:00:00,0.4912000318117666,0.18523955363524405,3.0289273927400817
 01/03  17:00:00,0.37581670572823145,0.25831140311600803,4.314920899605909
 01/03  18:00:00,0.34984125873911287,0.29429892165944893,5.026154486654157
 01/03  19:00:00,0.32247892351787794,0.3768323711519385,6.2817071117945895
 01/03  20:00:00,0.31530123702153373,0.37802813817004666,5.550054414896607
 01/03  21:00:00,0.31651286716256133,0.3473206135955677,5.024595401334981
 01/03  22:00:00,0.26865449771761946,0.4742215624811082,4.504164181612048
 01/03  23:00:00,0.13484039742756707,0.9383206747707735,4.309444747971217
 01/03  24:00:00,0.11211186671382653,1.0676891249580458,2.358526670010519
 01/04  01:00:00,0.08048335566164799,1.3269468492018148,0.8525112568634622
 01/04  02:00:00,0.010689522891924076,1.8155890631288483,1.0047985780169757
 01/04  03:00:00,0.0,2.1301193843248325,0.15435410937902208
 01/04  04:00:00,0.0,1.9165644462170155,1.3117161783447728
 01/04  05:00:00,0.0,2.0440534068230947,0.46401043371232886
 01/04  06:00:00,0.0,1.9065328797928345,2.27635446656096
 01/04  07:00:00,0.001498825972111612,2.0646472789960524,6.756764585331838
 01/04  08:00:00,0.0,2.426458343697976,7.075528698167483
 01/04  09:00:00,0.0,2.593086934847234,5.936540189740499
 01/04  10:00:00,0.0,1.8606479183345344,6.361767810949625
 01/04  11:00:00,0.022688964096490453,1.2339323841480137,5.117009238373118
 01/04  12:00:00,0.0898173980741354,0.7072765840170312,4.534735960519707
 01/04  13:00:00,0.12832691489519135,0.41046370941071875,4.11250680958013
 01/04  14:00:00,0.14655041163234214,0.24353694966128012,3.1078284982410915
 01/04  15:00:00,0.05285075970768001,0.6002214773468612,3.7212659849526664
 01/04  16:00:00,0.00805161290768773,0.9209634481062302,3.024490471453198
 01/04  17:00:00,0.08190497328249793,0.7123172586273802,4.25779142194213
 01/04  18:00:00,0.13514469777871274,0.5875551804175346,5.084113336989705
 01/04  19:00:00,0.2069927956781209,0.4390916289023367,6.211832346470079
 01/04  20:00:00,0.26484581802355406,0.24120013038595545,5.78728370614549
 01/04  21:00:00,0.16203273683532793,0.49520219338576926,5.033480059425334
 01/04  22:00:00,0.09035347177094735,0.721755020930419,4.460144079132157
 01/04  23:00:00,0.034218668426276105,0.9581805073403684,4.09192541498648
 01/04  24:00:00,0.011018719107357307,0.9606206536440874,2.3718646916094523
 01/05  01:00:00,0.0,1.3614817604391993,0.7759557886264886
 01/05  02:00:00,0.0,1.4624994704375172,1.1591326606962673
 01/05  03:00:00,0.0,1.280222425386557,0.3086399506875533
 01/05  04:00:00,0.0,0.9931267895165882,0.7716313918048702
 01/05  05:00:00,0.0,0.7318610504567483,0.9275507786226413
 01/05  06:00:00,0.0007827866544700521,0.6687523860897061,2.123778242583326
 01/05  07:00:00,0.047709485028896506,0.5204737849517568,6.895550011867498
 01/05  08:00:00,0.10934128143898642,0.38133485080927226,6.438843311661173
 01/05  09:00:00,0.15815972136149628,0.23750487181504043,6.515779670778624
 01/05  10:00:00,0.1216305566362644,0.12016684449601192,6.403034053682675
 01/05  11:00:00,0.0,0.0,5.153599862458376
 01/05  12:00:00,0.0,0.0,4.578955706840964
 01/05  13:00:00,0.0,0.0,3.758722305237952
 01/05  14:00:00,0.0,0.0,3.496251913214868
 01/05  15:00:00,0.0,0.0,2.929162758610994
 01/05  16:00:00,0.0,0.0,3.8461461817855147
 01/05  17:00:00,0.3433348282449982,0.0,4.291123044323427
 01/05  18:00:00,0.5151098511979925,0.0,4.9346556821533945
 01/05  19:00:00,0.5655333204159004,0.0,5.4926425341993115
 01/05  20:00:00,0.4815667656891789,0.0,6.26449013651793
 01/05  21:00:00,0.3638261792905756,0.05013916559911008,5.113065056675808
 01/05  22:00:00,0.24005279963629053,0.17934064697622956,4.650900080728492
 01/05  23:00:00,0.12347326803372242,0.5590215753802747,4.063253564820852
 01/05  24:00:00,0.07558017696668042,0.7442147417671418,2.449156128598742
 01/06  01:00:00,0.0019659264534043265,1.1469660103360222,0.46842125726544503
 01/06  02:00:00,0.0,1.3609737239442155,1.4347472820767462
 01/06  03:00:00,0.0,1.4608328965248973,0.26531964314106354
 01/06  04:00:00,0.0,1.6058948497066041,0.23149694691898154
 01/06  05:00:00,0.0,2.0147676132648478,1.4686284972576915
 01/06  06:00:00,0.0,2.3623101024572932,2.276420944499165
 01/06  07:00:00,0.0,2.38906200419291,6.358218195511331
 01/06  08:00:00,0.0,2.5558151042389374,6.588376818747764
 01/06  09:00:00,0.0,2.815934074860125,6.91557731231323
 01/06  10:00:00,0.0,2.6429423294973966,5.859728548758096
 01/06  11:00:00,0.0,1.9828545855149626,5.525981235736446
 01/06  12:00:00,0.0,1.3224166339233605,4.495605159188636
 01/06  13:00:00,0.0,1.169462445461522,3.283172222374371
 01/06  14:00:00,0.0,1.1808517382659378,3.974305556467064
 01/06  15:00:00,0.0,1.176944933751207,2.865420545142337
 01/06  16:00:00,0.0,1.2351577178805777,3.8832044906878904
 01/06  17:00:00,0.006099980641245108,1.2222459684298763,4.031329028954237
 01/06  18:00:00,0.03259732313304899,1.4949605618960073,5.313049775369514
 01/06  19:00:00,0.03184588582453815,1.7555475206458853,5.734286538967497
 01/06  20:00:00,0.07733003723219808,1.4518316924805477,6.265210077938755
 01/06  21:00:00,0.10875160175561494,1.2770423492642033,5.033666903665766
 01/06  22:00:00,0.04669685916962936,1.6288767967117197,4.495541366496109
 01/06  23:00:00,0.0,2.7573074003374036,3.757026181384555
 01/06  24:00:00,0.0,3.125685437805347,2.4951775064890116
 01/07  01:00:00,0.0,3.8118435722339408,0.8714010152352754
 01/07  02:00:00,0.0,4.66831695340886,0.8641853101358768
 01/07  03:00:00,0.0,4.472145899497326,0.8349958030536728
 01/07  04:00:00,0.0,3.9914913069288778,0.30865634311032325
 01/07  05:00:00,0.0,3.851354819146945,1.313937833566001
 01/07  06:00:00,0.0,4.034892790060325,2.2765048812433126
 01/07  07:00:00,0.0,4.433855592838814,5.768523336674396
 01/07  08:00:00,0.0,5.162383401345145,7.181243547766197
 01/07  09:00:00,0.0,4.8884304471467015,6.764507084306644
 01/07  10:00:00,0.0604503960636791,2.599369942333389,5.985574412660964
 01/07  11:00:00,0.3239846408579335,1.2600875538419287,5.716290208763885
 01/07  12:00:00,0.6897769029554885,0.75795969668919,4.33738474083939
 01/07  13:00:00,0.9338312288877659,0.5977410734856323,3.4267635562264416
 01/07  14:00:00,1.0801219930009855,0.4946694581876064,3.9876523709978287
 01/07  15:00:00,1.0714698646905654,0.40852719512165664,2.774614993093493
 01/07  16:00:00,0.9502270026002765,0.3284428983208308,3.9739953033651205
 01/07  17:00:00,0.6430692015704543,0.3947123761303406,3.761902847294286
 01/07  18:00:00,0.2749205984712352,0.9660462628675109,5.425096016656879
 01/07  19:00:00,0.175894505908387,1.3168416352034658,5.5666604310512
 01/07  20:00:00,0.22980619274878497,0.9896326591900783,6.0260620907483275
 01/07  21:00:00,0.22290214697555571,1.0628688448194314,5.433807644665538
 01/07  22:00:00,0.19698533689201433,1.3689650713138277,4.3360356359595835
 01/07  23:00:00,0.04220354070462817,2.6449314803487662,3.482540721727234
 01/07  24:00:00,0.0,3.65390884597587,2.865625938991096
 01/08  01:00:00,0.0,4.31433047238279,1.0077043409195252
 01/08  02:00:00,0.0,4.798963823412935,0.7728788984102597
 01/08  03:00:00,0.0,5.369958177238686,1.0031781496791925
 01/08  04:00:00,0.0,5.659141282012532,0.15436002841798654
 01/08  05:00:00,0.0,5.747650964032859,0.9274431548564016
 01/08  06:00:00,0.0,5.883287603568293,2.276758792403421
 01/08  07:00:00,0.0,5.960083023552872,6.3397637473851525
 01/08  08:00:00,0.0,5.989953406022397,6.897979747347669
 01/08  09:00:00,0.0,5.731598834379961,6.947080313029789
 01/08  10:00:00,0.007994017733467982,4.0823950034787995,5.9351413106777295
 01/08  11:00:00,0.20060977080507225,2.5905955038163384,5.642188407101428
 01/08  12:00:00,0.4527654633504149,1.5114896845541335,4.167952306386129
 01/08  13:00:00,0.7574594078340449,0.907353827369171,3.7530670395680557
 01/08  14:00:00,1.0266905961657042,0.5415264143980792,4.052899349317383
 01/08  15:00:00,1.1083892308841528,0.2676426539027676,2.617622348625305
 01/08  16:00:00,0.9498215382645238,0.19481923927020683,3.861068687051042
 01/08  17:00:00,0.6298229016588627,0.2824955531230732,4.033347388363294
 01/08  18:00:00,0.3675871014558806,0.535409041628039,5.186130797149257
 01/08  19:00:00,0.2494294299320592,1.0631800778188085,5.641299584930896
 01/08  20:00:00,0.19682197979029362,1.5811171183562944,6.030837822319666
 01/08  21:00:00,0.20868927515404762,1.6692504265546044,5.433621897471844
 01/08  22:00:00,0.12059284764442188,2.317797611230309,4.28226662694679
 01/08  23:00:00,0.031839546786867165,3.1880853463807024,3.7331428641062834
 01/08  24:00:00,0.0,3.9175628680315584,2.8284242243319513
 01/09  01:00:00,0.0,4.597482709180967,0.7747741267070236
 01/09  02:00:00,0.0,5.030170413447036,1.005253206187695
 01/09  03:00:00,0.0,5.4547387304960875,0.5401347883935869
 01/09  04:00:00,0.0,5.488898272010981,0.6113694338849871
 01/09  05:00:00,0.0,5.514816494695888,0.7789644929542677
 01/09  06:00:00,0.0,5.560913574816241,2.3066676836916296
 01/09  07:00:00,0.0,5.7116734107215725,6.3590994963898915
 01/09  08:00:00,0.0,5.816067165686253,6.96840374792426
 01/09  09:00:00,0.0,4.694223833067536,6.986834559237822
 01/09  10:00:00,0.03747184056621672,2.9451352765978633,5.511936780201564
 01/09  11:00:00,0.26455374916144414,1.7537344488777844,5.605860421858808
 01/09  12:00:00,0.5932720325194635,0.9881427422425245,4.59845181828358
 01/09  13:00:00,0.9452622576542826,0.5883567981917136,3.5074412392644287
 01/09  14:00:00,1.1328396959256872,0.3497814766800406,3.7642718413125147
 01/09  15:00:00,1.1990082295498552,0.15875700197060422,3.1701236198704317
 01/09  16:00:00,1.0092131354511258,0.10260635577158116,3.577066209561395
 01/09  17:00:00,0.6466386978112244,0.21721873528563493,3.888576389915712
