Date/Time,Space Cooling load [W/m^2],Space Heating load [W/m^2],DHW load [W/m^2]
 01/01  01:00:00,1.0480880117446785,5.017078877309855,0.0
 01/01  02:00:00,0.9998658299814123,4.207334239676764,0.0
 01/01  03:00:00,0.955079484295002,6.8036934574062435,0.0
 01/01  04:00:00,0.8987852811837534,1.5874525889089728,0.0
 01/01  05:00:00,0.8638449167252034,1.5230553802237672,0.0
 01/01  06:00:00,0.7943556406671621,1.9220860737974832,0.0
 01/01  07:00:00,0.7302716177679784,1.7367320126835482,1.0951707161758886
 01/01  08:00:00,0.7096484146933026,1.7869409924769422,0.6258118378147933
 01/01  09:00:00,0.7063868318764068,4.831501599474427,0.6258118378147933
 01/01  10:00:00,0.8208813689566044,4.536962088500802,0.6258118378147933
 01/01  11:00:00,0.9423270408246627,4.1139345118544295,0.6258118378147933
 01/01  12:00:00,1.0516584996926006,0.21014806112732376,0.9387177567221898
 01/01  13:00:00,1.16393819835114,3.9594496223641666,0.9387177567221898
 01/01  14:00:00,1.3519719198214908,3.8019225164978696,1.4080766350832847
 01/01  15:00:00,1.7862837974699723,3.8000951351707224,0.93871775672219
 01/01  16:00:00,2.358118762063809,0.0,0.6258118378147933
 01/01  17:00:00,2.7017348817430737,0.1289769367940952,0.6258118378147933
 01/01  18:00:00,2.2898398364057226,0.20353441497405084,0.6258118378147933
 01/01  19:00:00,1.856405065886192,0.377990674001029,0.6258118378147933
 01/01  20:00:00,1.5755416342080946,0.4867373287247178,0.6258118378147933
 01/01  21:00:00,1.4255895906375455,4.361828067536824,0.6258118378147933
 01/01  22:00:00,1.3202642810914564,4.506770303490439,1.0951707161758888
 01/01  23:00:00,1.2169942000914356,4.537020981645929,0.6258118378147933
 01/01  24:00:00,1.1412520054954731,1.039902171709595,0.6258118378147933
 01/02  01:00:00,1.0661840834432934,0.8441007084041882,0.0
 01/02  02:00:00,1.0323887265225793,1.2417300340531938,0.0
 01/02  03:00:00,0.9752833085975606,1.4072146300057948,0.0
 01/02  04:00:00,0.9039843370434393,1.5610880270177268,0.0
 01/02  05:00:00,0.8247841521969407,12.391323116891412,0.0
 01/02  06:00:00,0.79318489366066,53.03937780669388,0.0
 01/02  07:00:00,0.9219518999190784,75.97181577842575,1.0956359677520193
 01/02  08:00:00,1.1001226026117648,107.9847783899413,2.9738690553269085
 01/02  09:00:00,1.4914501288622422,67.67239531755091,5.478179838760092
 01/02  10:00:00,1.9050569804977273,45.303788205980055,5.811322977103732
 01/02  11:00:00,2.1534067085048054,35.54450646897976,5.952598216696005
 01/02  12:00:00,2.3447978216882883,25.750975355864057,7.18428619021346
 01/02  13:00:00,2.508259957116847,22.640924111825424,8.707279931978992
 01/02  14:00:00,2.688386202682443,16.204350632083745,8.255917848307964
 01/02  15:00:00,2.944618678681389,14.485661556309685,5.195577662221377
 01/02  16:00:00,3.2014231753692735,10.695430645892008,5.038374712532712
 01/02  17:00:00,3.3817110781532422,10.152912625022822,6.721710160440479
 01/02  18:00:00,3.087135407907498,20.32750281416794,3.9730678625604865
 01/02  19:00:00,2.6237802224932167,29.29038235366526,3.20165587555943
 01/02  20:00:00,2.2870939287213092,33.573963327967036,2.290254979905026
 01/02  21:00:00,2.070173186243911,37.15373311526713,2.595184184666623
 01/02  22:00:00,1.9477656645959829,38.79265535045202,1.2343670618932632
 01/02  23:00:00,1.8639203079700157,0.0,0.7802114759240955
 01/02  24:00:00,1.781959720058655,0.0,0.7825971198228706
 01/03  01:00:00,1.7130151869904695,0.0,0.0
 01/03  02:00:00,1.6146036914897082,0.0,0.0
 01/03  03:00:00,1.5343242168766513,0.0,0.0
 01/03  04:00:00,1.4697700816894992,0.0,0.0
 01/03  05:00:00,1.4325912959507485,0.2868572950184673,0.0
 01/03  06:00:00,1.4168861112005688,25.193113601379732,0.0
 01/03  07:00:00,1.4189075968587161,44.348289673041926,1.0960879600217286
 01/03  08:00:00,1.4980899505622578,55.634738155149066,2.9750958914875483
 01/03  09:00:00,1.8190875039844494,28.180096293497463,5.48043980010864
 01/03  10:00:00,2.1995469819153888,13.27301177369502,5.812034739408571
 01/03  11:00:00,2.447607858851499,2.7887697951621977,5.955823661238118
 01/03  12:00:00,2.6320934958669073,0.4422775307628371,7.188511861331939
 01/03  13:00:00,2.766716174359012,1.793553266396893,8.71001146711558
 01/03  14:00:00,2.8716905002146484,0.15755271237068777,8.257190978048017
 01/03  15:00:00,3.062912905547692,0.5867614765071735,5.19873901863378
 01/03  16:00:00,3.2540001118797672,0.058957351030595816,5.042781080036712
 01/03  17:00:00,3.332088642981801,0.04423783819238167,6.724735604153454
 01/03  18:00:00,3.1169680888050895,2.5324178007235285,3.972883014167925
 01/03  19:00:00,2.750447781120922,7.7802225733474035,3.2036408459816745
 01/03  20:00:00,2.5093177701793965,10.248596190384001,2.2912313826111386
 01/03  21:00:00,2.3505737836461997,12.128912378759196,2.5988058969752434
 01/03  22:00:00,2.1815249235840457,16.032663447927195,1.230131945673254
 01/03  23:00:00,2.034828483985366,0.0,0.7792514771605421
 01/03  24:00:00,1.9500426556721844,0.0,0.7829199714440916
 01/04  01:00:00,1.901278060657036,0.0,0.0
 01/04  02:00:00,1.7518171543670333,0.0,0.0
 01/04  03:00:00,1.6472753676267535,0.0,0.0
 01/04  04:00:00,1.5654693328621274,0.0,0.0
 01/04  05:00:00,1.5026279606790003,0.0,0.0
 01/04  06:00:00,13.415770736571407,19.761019170945552,0.0
 01/04  07:00:00,1.4637418601065442,35.179448077270486,1.0965265591317868
 01/04  08:00:00,1.5406924064637388,34.355788687659505,2.9762863747862793
 01/04  09:00:00,1.8705269588362716,12.792601943171535,5.482632795658933
 01/04  10:00:00,2.2632506893949045,6.7725280216510875,5.814221209560574
 01/04  11:00:00,2.474066222132012,6.4531364251033425,5.958464562036522
 01/04  12:00:00,2.598159972803263,4.163528523697514,7.191491629307607
 01/04  13:00:00,2.670185063568185,7.813821552361399,8.713562120662367
 01/04  14:00:00,2.711256741908624,2.73015084614466,8.260129608289812
 01/04  15:00:00,2.7908490356817848,3.655209264426008,5.200891195995258
 01/04  16:00:00,2.852783491971194,2.0019345535181508,5.0450886416294605
 01/04  17:00:00,2.90348652790158,1.375105561337256,6.727546210452019
 01/04  18:00:00,2.7766493420075964,10.832934596148593,3.9741972392390768
 01/04  19:00:00,2.512257861067363,16.108396979373662,3.2054652339696306
 01/04  20:00:00,2.3179528719464906,17.342496777942515,2.2917383654262053
 01/04  21:00:00,2.175773159220911,18.11551838671754,2.6002872164916666
 01/04  22:00:00,2.0756828702203625,18.70197922894168,1.2299165621365251
 01/04  23:00:00,1.9799173267040822,0.0,0.7793378998072185
 01/04  24:00:00,1.8923096279351403,0.0,0.7832332565227048
 01/05  01:00:00,1.856709219844538,0.0,0.0
 01/05  02:00:00,1.7860081375892523,0.0,0.0
 01/05  03:00:00,1.76684159824445,0.0,0.0
 01/05  04:00:00,1.7267483151835132,0.0,0.0
 01/05  05:00:00,1.6903811814304355,0.0,0.0
 01/05  06:00:00,2.057773872443544,2.1755008633327186,0.0
 01/05  07:00:00,1.9360469257342037,29.672389012990873,1.0969516351952222
 01/05  08:00:00,1.7495895086798738,22.488764709711067,2.977440152672746
 01/05  09:00:00,2.0665999779134623,7.659013852983649,5.4847581759761095
 01/05  10:00:00,2.4303399623424142,2.8269590608113107,5.816386911598081
 01/05  11:00:00,2.660230591336911,2.3303817939515565,5.961005222150484
 01/05  12:00:00,2.7818158751155204,0.9908201892159519,7.194349131183184
 01/05  13:00:00,2.8524038959814098,3.1660827920257937,8.71703246416228
 01/05  14:00:00,2.890506052970215,0.39111901449196906,8.26304205596394
 01/05  15:00:00,2.9812816927435977,1.254971157437516,5.202959496096531
 01/05  16:00:00,3.0438598146621523,0.126468564056615,5.047299580204296
 01/05  17:00:00,3.10231975301615,0.04230496500438675,6.73026773664511
 01/05  18:00:00,3.0026254747768246,1.6500702089035824,3.975496811124761
 01/05  19:00:00,2.7216906072021705,8.188341041302968,3.207208061426086
 01/05  20:00:00,2.5018244467478197,9.777824094787334,2.2919277134508076
 01/05  21:00:00,2.3653698167872705,9.491134871841911,2.6019397554729675
 01/05  22:00:00,2.2704674237796665,9.724831959815775,1.2294380746942306
 01/05  23:00:00,2.21248612742982,0.0,0.7793458088642178
 01/05  24:00:00,26.528267089520064,0.0,0.7835368822823013
 01/06  01:00:00,26.074121228469277,0.0,0.0
 01/06  02:00:00,25.920372623817023,0.0,0.0
 01/06  03:00:00,25.846249992872377,0.0,0.0
 01/06  04:00:00,25.811936992220254,0.0,0.0
 01/06  05:00:00,25.751894426777486,0.0,0.0
 01/06  06:00:00,6.186629727282733,0.9786756556435676,0.0
 01/06  07:00:00,2.1905142823976824,18.3641232091012,1.097363062329784
 01/06  08:00:00,2.0339613673159107,14.06949699588772,2.978556883466557
 01/06  09:00:00,2.340132137798513,0.8163055569200691,5.48681531164892
 01/06  10:00:00,2.712932275211154,0.18151781166155614,5.81847823973684
 01/06  11:00:00,2.9517921188486365,0.022052824846564376,5.963481437583911
 01/06  12:00:00,3.1345362990937913,0.0,7.197048004456204
 01/06  13:00:00,4.2945410601939145,0.0,8.720553134975086
 01/06  14:00:00,12.86747563490872,0.0,8.265738645224271
 01/06  15:00:00,17.09866416543492,0.0,5.204955255108588
 01/06  16:00:00,22.66825572377391,0.0,5.049483366433675
 01/06  17:00:00,13.151186646525773,0.0,6.732907166581861
 01/06  18:00:00,4.474627571842641,0.0,3.9762546645806354
 01/06  19:00:00,3.750754721593323,0.47442985367302054,3.209465834718798
 01/06  20:00:00,3.2973875501402503,1.3056035928102012,2.291247288161586
 01/06  21:00:00,2.9994686480232127,2.4446857579765897,2.6037217972326157
 01/06  22:00:00,2.7823996882447224,3.6263418374260583,1.2280936648763714
 01/06  23:00:00,2.645221297042433,0.0,0.7790397201469274
 01/06  24:00:00,2.6893360156069575,0.0,0.7838307588069886
 01/07  01:00:00,2.6852628665673035,0.0,0.0
 01/07  02:00:00,26.402527237122634,0.0,0.0
 01/07  03:00:00,26.32890894343902,0.0,0.0
 01/07  04:00:00,22.30013610650071,0.0,0.0
 01/07  05:00:00,2.4335879197385144,0.0,0.0
 01/07  06:00:00,2.4265897864158297,1.2990957968331045,0.0
 01/07  07:00:00,2.3322554010785765,15.723859591945718,1.097760718695224
 01/07  08:00:00,2.202756122947943,16.602512800919765,1.725052557949637
